Id,Sentiment
1258247688434393088,0
1258247688476413952,-0.3
1258247688564486146,-0.2
1258247676740513792,0
1258247682734338049,0
1258247688853700608,0.9
1258247688925122560,-0.5
1258247688954339335,-0.0625
1258247689076117504,0.06818181818181820
1258247689080385543,0.2
1258247689038376960,0.25
1258247689390743552,0.08333333333333330
1258247689453494273,-0.03571428571428570
1258247689516482561,0
1258247689680142339,0.13636363636363600
1258247669413081090,0.1
1258247677331922944,0.1
1258247683556306945,0
1258247690011328512,0
1258247690015694849,0
1258247690074427393,0
1258247690095407105,0
1258247690267344897,0
1258247690238013440,0
1258247690456104965,0.06818181818181820
1258247690430722048,0.25
1258247690485297153,0
1258247690523205633,-0.1
1258247690615472128,0
1258247675889291264,-0.025
1258247686400159747,0
1258247690724339712,0.11666666666666700
1258247690846007301,0.13750000000000000
1258247690707562497,-0.7
1258247677579575297,0.13636363636363600
1258247690984415234,0
1258247691152351237,0.16363636363636400
1258247674668609537,0.8
1258247679219400704,0
1258247691324153856,-0.3666666666666670
1258247691282284544,0.13636363636363600
1258247691483713537,0
1258247676459651072,-0.0578125
1258247690535809024,0
1258247691873554432,0
1258247691915669505,0.6
1258247692368719872,0.175
1258247692444147712,0
1258247692515528705,0.13636363636363600
1258247692397969408,0
1258247692574130177,0.11481481481481500
1258247692653920256,0
1258247692779585539,0.016666666666666700
1258247692532269056,0
1258247692641284096,0.009090909090909090
1258247692871966722,0.5
1258247692741783553,-0.05000000000000000
1258247692934959104,0.05
1258247685577904131,0.06818181818181820
1258247677642444801,-0.4375
1258247692737630208,-0.25
1258247692121186304,0.25
1258247693081743361,1
1258247692842676228,0
1258247693165420544,-0.4
1258247693341790209,0
1258247693354270720,-0.03125
1258247672714027010,0
1258247674165448706,0.09318181818181820
1258247681417392128,0.2375
1258247693488586760,0.1
1258247690934054912,0
1258247693639380992,-0.5
1258247693513699330,0.2
1258247693610164226,0.4666666666666670
1258247693614407681,0.4
1258247693702488064,0.2
1258247693769433094,0
1258247693815570432,0
1258247693794762752,-0.1
1258247692305592320,-0.07777777777777780
1258247693983498240,0.22727272727272700
1258247694058950663,-0.25625
1258247694176473088,-0.5
1258247694230990848,0
1258247693257891840,-0.05625
1258247694641848320,0.255
1258247694742675456,0
1258247694503383040,-0.024242424242424200
1258247694730092544,-0.125
1258247694667005952,0
1258247694742675456,0
1258247694772043776,1
1258247673959849984,0
1258247694306418688,0.4
1258247694209802246,0.5
1258247694893473798,0.125
1258247694818127874,0.25
1258247696692867072,0
1258247696680275970,-0.05
1258247696785137664,0.04545454545454550
1258247696764170240,0
1258247696747552768,-0.14000000000000000
1258247696504193024,0.4333333333333330
1258247696923623432,0
1258247696936243203,0.2
1258247696932110337,-0.044444444444444400
1258247696961470465,0
1258247697087238144,0.5
1258247697447952384,0
1258247697594646528,0.5
1258247697687076864,-0.1
1258247697766576128,-0.05
1258247697414467584,-0.1875
1258247697724833794,-0.3
1258247698068541440,0
1258247697825480704,0.15892857142857100
1258247698408448000,0.5
1258247698303430657,0.25
1258247698395824128,-0.1
1258247698232291329,0.13333333333333300
1258247698295197703,0.2460606060606060
1258247698383339522,-0.10555555555555600
1258247698840518657,0
1258247698853093377,-0.03333333333333330
1258247698890674179,0
1258247699108945921,-0.6
1258247699046031360,-0.4
1258247699217780738,0
1258247699146702850,0.7
1258247699301896192,-0.4
1258247699452891136,0
1258247698618220544,0.33
1258247699683475459,0
1258247699855540234,0.2
1258247699826192384,0
1258247699888893952,0.9375
1258247699821768711,-0.7142857142857140
1258247700170113024,-0.038888888888888900
